specs,year
['Single-player'],2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2015.0
"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2016.0
['Single-player'],2016.0
"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",2016.0
"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Partial Controller Support']",2016.0
"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",2016.0
"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Includes level editor']",2016.0
"['Single-player', 'Downloadable Content']",2016.0
"['Single-player', 'Multi-player', 'MMO', 'Downloadable Content']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",2016.0
"['Single-player', 'Multi-player', 'MMO', 'Downloadable Content']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",2014.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",2016.0
['Single-player'],2016.0
['Downloadable Content'],2016.0
"['Single-player', 'Steam Achievements']",2016.0
"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']",2016.0
"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Stats']",2016.0
"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Captions available', 'Stats']",2016.0
"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
['Single-player'],2016.0
"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",2009.0
['Single-player'],2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Multi-player', 'Partial Controller Support']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats']",2016.0
"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer']",2016.0
"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Downloadable Content', 'Partial Controller Support']",2016.0
"['Single-player', 'Multi-player', 'Downloadable Content']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
['Downloadable Content'],2016.0
"['Single-player', 'Downloadable Content']",2016.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",2016.0
"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2016.0
['Steam Trading Cards'],2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Full controller support']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2011.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Leaderboards']",2016.0
"['Single-player', 'Multi-player', 'Steam Workshop', 'Steam Cloud']",2016.0
"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",2016.0
['Single-player'],2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Multi-player', 'Online Multi-Player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Includes level editor']",2016.0
"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Includes level editor']",2016.0
"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",2016.0
"['Single-player', 'Partial Controller Support']",2016.0
['Steam Achievements'],2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Includes level editor']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",2016.0
"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']",2016.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support']",2016.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer']",2016.0
"['Single-player', 'Steam Trading Cards']",1999.0
"['Single-player', 'Cross-Platform Multiplayer', 'Downloadable Content']",2016.0
"['Single-player', 'Cross-Platform Multiplayer', 'Downloadable Content']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Downloadable Content']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Full controller support']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Cloud']",2016.0
"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Single-player', 'Includes level editor']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud']",2016.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats']",2016.0
"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",2016.0
"['Single-player', 'In-App Purchases', 'Steam Leaderboards']",2016.0
"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
['Single-player'],2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'In-App Purchases']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Trading Cards']",2016.0
['Single-player'],2016.0
"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
['Single-player'],2015.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2012.0
"['Single-player', 'Downloadable Content', 'Steam Leaderboards']",2016.0
"['Single-player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Multi-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
['Single-player'],2016.0
"['Single-player', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer']",2016.0
"['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",2010.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats']",2016.0
['Single-player'],2016.0
"['Single-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support']",2016.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",2016.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Trading Cards', 'In-App Purchases']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Trading Cards']",2007.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Steam Cloud']",2013.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Single-player', 'Steam Trading Cards']",2014.0
"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Steam Cloud']",2013.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes level editor']",2016.0
['Single-player'],2012.0
"['Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
['Single-player'],2016.0
"['Single-player', 'Multi-player', 'Steam Workshop', 'Partial Controller Support']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",2016.0
"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Single-player', 'Partial Controller Support']",2016.0
"['Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases']",2016.0
['Single-player'],2016.0
"['Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases']",2016.0
"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",2016.0
"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",2016.0
['Single-player'],2016.0
"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content']",2016.0
"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content']",2016.0
"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Turn Notifications', 'Includes Source SDK', 'Commentary available']",2016.0
"['Single-player', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Steam Cloud']",2013.0
"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",2016.0
"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2016.0
"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",2016.0
"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",2016.0
"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Commentary available']",2016.0
"['Single-player', 'Downloadable Content']",2016.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements']",2016.0
"['Single-player', 'Steam Trading Cards']",2016.0
"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'In-App Purchases']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2016.0
"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Partial Controller Support', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Cloud']",2015.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2016.0
"['Single-player', 'Online Multi-Player', 'Steam Achievements']",2016.0
"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",2016.0
